timestamp,MQ3,MQ135,MQ8,MQ5,MQ7,MQ4,MQ6,MQ2,MQ9,BMPTemperature,Pressure(Pa),DHTTemperature,Humidity,Target
2024-09-13 15:29:23,716,894,867,397,952,835,759,735,702,36.10,82955.36,37.00,58.00,TallHorse
2024-09-13 15:29:24,717,893,867,395,955,835,759,733,702,36.10,83463.22,37.00,58.00,TallHorse
2024-09-13 15:29:24,715,896,867,396,954,835,760,734,703,36.10,83800.03,37.00,58.00,TallHorse
2024-09-13 15:29:25,717,896,865,397,953,834,759,735,702,36.11,83812.10,37.00,58.00,TallHorse
2024-09-13 15:29:25,717,895,864,398,954,835,760,736,702,36.11,83955.82,37.00,58.00,TallHorse
2024-09-13 15:29:26,718,893,867,396,955,834,761,738,701,36.11,83969.46,37.00,58.00,TallHorse
2024-09-13 15:29:26,718,894,864,398,953,834,760,737,703,36.11,83990.76,37.00,59.00,TallHorse
2024-09-13 15:29:27,716,895,865,396,953,834,760,739,702,36.11,84059.05,37.00,59.00,TallHorse
2024-09-13 15:29:27,716,894,866,398,955,835,762,738,702,36.11,84065.00,37.00,59.00,TallHorse
2024-09-13 15:29:28,716,894,866,398,954,834,761,739,704,36.12,84109.33,37.00,59.00,TallHorse
2024-09-13 15:29:28,716,894,865,399,955,835,761,739,702,36.12,84076.69,37.00,59.00,TallHorse
2024-09-13 15:29:29,717,897,867,399,954,836,762,740,703,36.12,84092.96,37.00,59.00,TallHorse
2024-09-13 15:29:29,719,895,864,399,956,835,762,740,704,36.12,84083.53,37.00,59.00,TallHorse
2024-09-13 15:29:30,716,894,865,397,954,837,761,740,704,36.13,84044.25,37.00,59.00,TallHorse
2024-09-13 15:29:30,718,896,865,397,954,834,762,741,702,36.13,84054.17,37.00,59.00,TallHorse
2024-09-13 15:29:31,716,898,865,397,955,834,761,740,705,36.12,84005.47,37.00,59.00,TallHorse
2024-09-13 15:29:31,716,895,863,398,954,836,762,739,705,36.13,84026.58,37.00,59.00,TallHorse
2024-09-13 15:29:32,718,896,865,398,954,837,762,740,704,36.13,84019.42,37.00,59.00,TallHorse
2024-09-13 15:29:32,716,896,866,399,955,836,762,742,704,36.13,84035.52,37.00,59.00,TallHorse
2024-09-13 15:29:33,717,896,865,397,954,834,764,740,704,36.13,84040.57,37.00,59.00,TallHorse
2024-09-13 15:29:33,718,894,864,398,955,837,761,741,704,36.13,83970.53,37.00,59.00,TallHorse
2024-09-13 15:29:34,716,894,864,397,954,835,762,740,705,36.13,83928.82,37.00,59.00,TallHorse
2024-09-13 15:29:34,718,895,864,396,954,837,763,740,704,36.14,83896.91,37.00,59.00,TallHorse
2024-09-13 15:29:35,715,896,865,398,954,835,764,740,705,36.13,83575.25,37.00,59.00,TallHorse
2024-09-13 15:29:35,717,896,864,397,954,836,763,741,705,36.14,83153.78,37.00,59.00,TallHorse
2024-09-13 15:29:36,716,895,864,397,955,835,762,740,705,36.14,83019.52,37.00,59.00,TallHorse
2024-09-13 15:29:36,715,895,863,396,954,834,763,738,705,36.13,83014.60,37.00,59.00,TallHorse
2024-09-13 15:29:37,716,896,865,398,954,836,763,740,705,36.13,82973.37,37.00,59.00,TallHorse
2024-09-13 15:29:37,716,897,863,396,953,836,762,738,704,36.13,82933.58,37.00,59.00,TallHorse
2024-09-13 15:29:38,714,896,865,398,955,835,762,738,705,36.13,82910.17,37.00,59.00,TallHorse
2024-09-13 15:29:39,715,894,863,397,953,835,762,740,705,36.13,82898.30,37.00,59.00,TallHorse
2024-09-13 15:29:39,715,895,864,398,954,835,764,738,705,36.12,82883.14,37.00,59.00,TallHorse
2024-09-13 15:29:40,716,895,863,398,955,836,763,739,706,36.12,82869.32,37.00,59.00,TallHorse
2024-09-13 15:29:40,714,895,863,398,955,837,762,737,706,36.12,82863.06,37.00,59.00,TallHorse
2024-09-13 15:29:41,715,895,862,398,953,836,762,736,704,36.12,82859.56,37.00,59.00,TallHorse
2024-09-13 15:29:41,714,895,862,398,954,837,763,737,705,36.12,82852.21,37.00,59.00,TallHorse
2024-09-13 15:29:42,713,896,862,397,955,836,761,736,705,36.11,82851.01,37.00,59.00,TallHorse
2024-09-13 15:29:42,714,895,862,396,955,837,763,737,704,36.11,82845.60,37.00,59.00,TallHorse
2024-09-13 15:29:43,713,896,863,398,955,837,763,735,704,36.11,82847.86,37.00,59.00,TallHorse
2024-09-13 15:29:43,715,895,862,398,953,835,762,737,706,36.11,82840.87,37.00,59.00,TallHorse
2024-09-13 15:29:44,715,897,863,398,954,835,763,736,705,36.11,82840.70,37.00,59.00,TallHorse
2024-09-13 15:29:44,715,896,862,396,953,837,762,735,704,36.11,82839.82,37.00,59.00,TallHorse
2024-09-13 15:29:45,714,895,863,398,957,835,762,736,706,36.11,83026.25,37.00,59.00,TallHorse
2024-09-13 15:29:45,715,895,861,397,954,836,762,735,704,36.10,83785.54,37.00,59.00,TallHorse
2024-09-13 15:29:46,714,894,863,397,955,838,761,738,704,36.11,83836.21,37.00,59.00,TallHorse
2024-09-13 15:29:46,713,897,862,398,954,836,762,739,705,36.11,83876.05,37.00,59.00,TallHorse
2024-09-13 15:29:47,714,897,863,399,955,837,763,739,705,36.11,83826.96,37.00,59.00,TallHorse
2024-09-13 15:29:47,715,895,862,396,953,835,763,740,704,36.12,83925.10,37.00,59.00,TallHorse
2024-09-13 15:29:48,713,894,863,397,955,836,762,739,704,36.11,83970.00,37.00,59.00,TallHorse
2024-09-13 15:29:48,713,895,863,398,955,836,762,739,705,36.12,83939.26,37.00,59.00,TallHorse
2024-09-13 15:29:49,715,896,862,398,954,836,762,742,706,36.12,83977.17,37.00,59.00,TallHorse
2024-09-13 15:29:49,715,897,863,398,952,836,762,740,705,36.12,83937.19,37.00,59.00,TallHorse
2024-09-13 15:29:50,714,897,863,397,954,836,763,742,706,36.13,83994.11,37.00,59.00,TallHorse
2024-09-13 15:29:50,714,895,862,400,954,836,762,741,706,36.12,83963.21,37.00,59.00,TallHorse
2024-09-13 15:29:51,714,898,862,398,955,837,764,741,705,36.14,84016.36,37.00,59.00,TallHorse
2024-09-13 15:29:51,712,895,863,399,954,836,763,741,705,36.14,84006.92,37.00,59.00,TallHorse
2024-09-13 15:29:52,715,894,863,398,953,837,763,740,705,36.14,83962.92,37.00,59.00,TallHorse
2024-09-13 15:29:52,712,895,864,399,954,838,763,740,705,36.13,84007.27,37.00,59.00,TallHorse
2024-09-13 15:29:53,713,897,863,399,954,835,763,743,704,36.14,83968.69,37.00,59.00,TallHorse
2024-09-13 15:29:53,714,897,862,401,952,836,763,743,706,36.14,83999.42,37.00,59.00,TallHorse
2024-09-13 15:29:54,714,895,865,401,953,836,763,741,706,36.14,84022.82,37.00,59.00,TallHorse
2024-09-13 15:29:55,714,897,862,400,953,835,766,741,707,36.14,84015.49,37.00,59.00,TallHorse
2024-09-13 15:29:55,712,896,864,401,955,837,765,742,707,36.14,84012.36,37.00,59.00,TallHorse
2024-09-13 15:29:56,712,897,862,400,956,838,765,743,707,36.14,84025.46,37.00,59.00,TallHorse
2024-09-13 15:29:56,712,895,863,399,954,837,766,743,707,36.14,84029.81,37.00,59.00,TallHorse
